name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,language
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very interesting course, gives a vision of the importance of different foods, fats, sugars and on labels, nutrients, etc. One is very excited to eat more vegetables and fruits.ademas teach different recipes of healthy and nutritious dishes, many Thanksloeto Tagle de Chile ",By Maria L T,2020-06-07,5.0,45,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a very interesting course, I learned a lot and I loved it. By carrying out what teaches us it is not difficult to take a healthy diet. Muy recommended for people who want to change to a lifestyle that will give you many benefits in the future. Thank you Coursera ",By Matilde N H ,2020-06-24,5.0,45,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent course! I learned many things that I did not think were important for good food. I also learned some tips about some food now it is clear to me that I will take into account everything I learned to feed me properly. Congratulations! ,By Cynthia G,2018-05-23,5.0,38,University,5,2018,May-2018,2018-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent course, I feel grateful to Stanford University and the COURSE platform for allowing me to take this course for free. I hope you have nutrition courses about how is the adequate diet in an adult to get fat. A hug. ",By David S P,2020-05-04,5.0,43,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent introductory course, easy to understand and with very useful and practical information. It does not require very specific expertise, so any person can take advantage of it, whether from the area of health or not. I recommend it widely. ",By Rodrigo L O,2019-09-03,5.0,42,University,9,2019,Sep-2019,2019-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really liked this course, already had knowledge of both domestic and sports nutrition, but this course was very practical and resolved many doubts especially in healthy cuisine from a 100% practical point of view. Maya is an excellent guide ... ",By Daniel A P,2020-04-01,5.0,42,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Really a very educational course, very complete to awaken awareness to healthy food. The acquired knowledge has turned out from Mu Ho family enrichment. My family and I really enjoyed what is cooking at home. Thanks ",By Yamilette P A,2020-03-18,5.0,43,University,3,2020,Mar-2020,2020-03,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent course, simple to understand but the knowledge that one acquires are extremely useful for good health and daily feed, I obtained very useful advice to correct errors that had in my feeding, highly renovable. ",By Gustavo M P A,2020-05-03,5.0,36,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I watched very little from what is the whole course and I have learned horrors !! Much quality, good information, good fountains, intuitive, lively, incredible, great, wonderful and very helpful and practical. Knowledge to take life. ",By Louy S F M,2017-07-13,5.0,34,University,7,2017,Jul-2017,2017-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I am very happy for having concluded this course, all this information I received is very helpful. It is a wonderful greenishness for me to be able to access these space where knowledge is so accessible. Grateful! ",By Ana B J D,2019-03-18,5.0,37,University,3,2019,Mar-2019,2019-03,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent course, all the methodology applied and the explanation is understandable. Dr. Maya explains in a simple way, regarding food and health so that she is understandable for those who take the course. ",By Alely M ,2020-05-22,5.0,37,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,I found a very interesting course. It explains the fundamentals of nutrition and helps you to have more awareness of what you consume on your diet. Highly recommended for people who want to improve their eating habits. ,By Danae R,2020-02-27,5.0,36,University,2,2020,Feb-2020,2020-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"An easy course of understanding and that gives you the tools to start eating correctly, without easy tricks or magic recipes but only the truth for everyone's health. Congratulations and thanks for this course. ",By DANTE V C,2019-04-01,5.0,37,University,4,2019,Apr-2019,2019-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a course with a lot of useful and necessary information to eat healthy, it is also very well explained and it is easy to understand. The level of English is very low so it does not cost much work to understand the videos. ",By Emiliano S,2017-06-18,5.0,39,University,6,2017,Jun-2017,2017-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Thanks to all those who work for this course possible. I learned new things, but the most important thing is that it enjoys it a lot and returned the desire to eat healthy and take care of my health. Thanks a lot!!! ",By Anabela C,2019-08-06,5.0,38,University,8,2019,Aug-2019,2019-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,It has helped me to balance my meals and understand the behavior and importance of nutrients in our body. Very good course. It helps to be more aware of our eating habits. ,By Melissa A R Z,2020-08-08,5.0,34,University,8,2020,Aug-2020,2020-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I love this course, it is a very simple tool to learn about concepts and basic nutrition information. I would like some recipes to be even more healthy but in general very good course ",By Arantxa B L,2018-04-16,5.0,33,University,4,2018,Apr-2018,2018-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent agenda ... It has served me a lot to implement changes first on my diet and be able to transmit them to my family and surroundings. But this fifth week I have not been able to easily enter the course ,By Enith R D,2020-05-06,5.0,31,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"This course is very good, I learned and affiked knowledge about nutrition. I love that they return to the simple of the human being, food and life in general to teach about healthy habits. ",By Daniela A E V,2020-02-04,5.0,34,University,2,2020,Feb-2020,2020-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"An interesting course that teaches you how to intelligently consume your food, makes you reflect on the products we consume generally and how to better select our food. ",By Ximena F,2019-02-25,5.0,28,University,2,2019,Feb-2019,2019-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I learned to evaluate the content of my DAY a day, to take on the market what I really need. I really liked the course is a pity that it was not more extensive or with other levels and accreditations. ",By Miguel J F A,2020-02-21,5.0,37,University,2,2020,Feb-2020,2020-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a very interesting course, you learn too much, and if you do not have any idea how to feed this is a good option to learn to eat healthier without having to stop eating what we like. ",By Gabriela A H T,2020-07-08,5.0,38,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent course that teaches you how to eat healthily in a simple way. As a doctor, it also helps me when it comes to telling my patients as it is to eat healthy. Highly recommended! ",By Alexa B ,2020-01-20,5.0,33,University,1,2020,Jan-2020,2020-01,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I thank God for the opportunity to take this course. I learned a lot, teachers are excellent. What I liked most is that the exhibitors practice what they are teaching. Congratulations! ",By Aida N,2020-05-12,5.0,31,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a course that contains valuable information as an introduction to health and nutrition issues. The videos are very easy to understand, they present VERAZ information, clear and present examples. ",By Oscar A G A ,2020-03-05,5.0,30,University,3,2020,Mar-2020,2020-03,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,An excellent course to understand the effect of food in our body at the same time to make the perfect day-to-day configuration to maintain a balanced feed. ,By Alejandra Q M,2020-08-29,5.0,30,University,8,2020,Aug-2020,2020-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really liked the course, I could learn enough of one of the areas that passion me, all this valuable information obtained will be useful for both my personal life and professional ",By Lily D T,2020-06-05,5.0,31,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,I love the simple and practical way in which Maya delivers his instruction the course helped me a lot to understand how to apply in my daily life and in my community. Thanks a lot ,By Maria d C P,2018-10-09,5.0,35,University,10,2018,Oct-2018,2018-10,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"A quality course that enabled a broader view regarding healthy eating, within the possibilities of each individual. Excellent and didactic material. ",By Douglas R P d S,2020-08-09,5.0,26,University,8,2020,Aug-2020,2020-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,It was a wonderful course where I could learn about computing healthnutrition food food food. I recommend it openly. THANKS A LOT. ,By Glorimar P,2020-06-29,5.0,21,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I liked the course a lot and I was able to understand the issues, I am a civil engineer. And I feel happy to be able to finish the course and have learned. I enjoyed a lot of the course.! ",By TRILCE R O,2020-07-28,5.0,30,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent course It helps me for my personal life, feed me well, prevent disease, increase the defenses and help me with my patient. Improves quality of life. ",By orlando d p ,2020-05-25,5.0,29,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent content, especially for those who work in the area of nutrition. The advice that can be given from this course are practical and very good. ",By Ana C C,2016-02-05,5.0,30,University,2,2016,Feb-2016,2016-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Learning in this course change my life for changing my feeding form and knowing how to recognize the importance of a healthy food is to acquire life again. ,By Yvette S  B,2020-09-10,5.0,28,University,9,2020,Sep-2020,2020-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent course. They explain the basic notions about nutritional content of food and how to overcome the ""obstacles"" involving cooking at home. ",By Camila E M S,2020-01-30,5.0,26,University,1,2020,Jan-2020,2020-01,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent and very complete course! I learned too much thanks to the teachers, they explain everything very detailed, making everything easier to understand. ",By Camila F V,2020-09-21,5.0,27,University,9,2020,Sep-2020,2020-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I liked the approach of the course, and I understood that the key is to be aware of what we eat at all times since one goes to the supermarket until it cooks. ",By Lesslie J P D,2020-04-07,5.0,31,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an interesting course, easy to understand and with useful information to put into practice and that helps us evaluate the way in which we are consuming food. ",By Griselda M R,2020-06-05,5.0,29,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Great course, rich in knowledge and important aspects, both for professional life and staff. Explanations well elaborated and easy to understand! ",By Marcelo C S,2019-03-10,5.0,25,University,3,2019,Mar-2019,2019-03,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,It is a very good course that helps you choose food to take a healthy lifestyle in addition to explanations includes easy and very practical recipes ,By Wendy,2017-04-11,5.0,29,University,4,2017,Apr-2017,2017-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,A very practical course that has helped me a lot to know that this is what I really like. Thank you very much Coursera and thank you very much Stanford University ,By Alan P H,2020-06-08,5.0,29,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very satisfied with the course content! Coherent, attractive and simple language, including sharing with other people. Thank You Very Much, Vanessa. ",By Vanessa P,2019-11-21,5.0,24,University,11,2019,Nov-2019,2019-11,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent introductory course, a mix between practice and theory, data, tips and information that occurs has great relevance because it affects reality ",By Edgar C,2020-05-12,5.0,26,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a great introduction to healthy, conscious and well-informed eating. I would have liked it to have more additional resources but it was excellent. ",By Ingrid A A L,2020-01-31,5.0,23,University,1,2020,Jan-2020,2020-01,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"The course is very good, it takes you by the hand to perfectly understand the concepts and integrate them to daily life, it does not remain in concept is very practical. ",By Lucy V G P,2017-07-07,5.0,30,University,7,2017,Jul-2017,2017-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a very practical course where we can easily analyze food groups, creating awareness to subsequently create a change in our health ",By Ana I V A,2019-05-18,5.0,24,University,5,2019,May-2019,2019-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I loved the course. Maya talks very clearly and common sense. Good advice, just and easy-to-understand and assimilate information. Super recommended ",By Magdalena G,2020-05-03,5.0,24,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"A pretty friendly course, but I would like you to delve more on issues to create targets and food regimes, based on objectives. ",By Ariadna R,2020-05-03,5.0,23,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent course, I learned that it is I need it to lead a healthy life. He served me to strengthen my knowledge and put them into practice. Thank you. ",By Rosita  A C L ,2020-07-20,5.0,24,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"An interesting course, I cleared many doubts. I understood better the combination in the dishes that I will elaborate to my family in a healthy and tasty way. ",By Eunice A R ,2020-04-30,5.0,27,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent, I hope I can do everything I learned. I highly recommend that this course takes. Very important information that we should all know. ",By Arianna M C M ,2020-01-28,5.0,23,University,1,2020,Jan-2020,2020-01,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really liked the course, but there are incorrect translations from English to Spanish, on the other hand, quiz in English were complicated for me. Thanks ",By Martha C,2020-07-03,5.0,25,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,The best experience about nutrition. A course that really helps to know what we consume daily and how it affects our health. ,By Beth P,2020-04-13,5.0,25,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very good course, it has helped me enough without having too much knowledge about nutrition. He has formed me the panorama. I am a visual arts teacher. ",By Valery D P,2020-09-21,5.0,24,University,9,2020,Sep-2020,2020-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,A pretty interesting course of how to lead a healthy life that helps us be in the constant stress of knowing if we choose a good meal or not. ,By Mauricio L J ,2018-07-12,5.0,27,University,7,2018,Jul-2018,2018-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very useful and pleasant the course. It makes an important contribution to the knowledge of healthy food and health of people. Thanks a lot ,By john f t p,2020-04-14,5.0,25,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"A very useful course, the information is complete, accurate and very necessary to begin the healthy change of eating habits. Excellent course ",By Luciana B M,2020-05-02,5.0,22,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Great course, I gave me a new approach with which I can work with my clients and better approach their lifestyle change process ",By Bryan P ,2020-07-29,5.0,29,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Sensational, really the course teaches you to be able to make a nutritious dish and above all to read the labels of the products we consume ",By Romina s,2020-04-22,5.0,24,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"A small course, but with great quality for those who are beginner in the area, you can change your vision about food and your meal preparation. ",By André G P A J,2018-12-04,5.0,26,University,12,2018,Dec-2018,2018-12,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very good information for those who want to feed us better or in a way of being nutritionists. A basic but complete course. I recommend it ,By Luis M,2020-08-27,5.0,22,University,8,2020,Aug-2020,2020-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,A complete course that teaches you all the historical strip of what we were thanks to the food and in what we are now transforming. ,By Valentina V C,2019-03-16,5.0,26,University,3,2019,Mar-2019,2019-03,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very good course, making clear many things for people we are starting to understand that we want a healthier and healthier life. ",By Juan I F,2020-04-07,5.0,24,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very great investment of time. Thank you for promoting resources for free, I do not doubt that investing in a course is the best option. ",By Ana E S,2020-04-25,5.0,22,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very happy to have taken this initial course, it illustrates very well the foundations of good food ... List for the following! ",By Ma B B,2020-04-24,5.0,21,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really enjoyed this course, it was very clear and precise. And it really helped me a lot to understand better about better food ",By Diana S R R,2019-02-05,5.0,23,University,2,2019,Feb-2019,2019-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a good course, it is clear and quite nourished with basic knowledge that have been forgotten in this last time, 100% recommended ",By Maria F A R,2019-04-11,5.0,22,University,4,2019,Apr-2019,2019-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,A direct and goal course in how to improve food and approach even more from food. Ema great and great experience! ,By Victoria S F,2020-08-01,5.0,22,University,8,2020,Aug-2020,2020-08,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent very productive course for the nutritional scope that applies to day by day and encourages new healthy habits. ,By IVAN A G J,2020-07-31,5.0,22,University,7,2020,Jul-2020,2020-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,This course has given me a new view of food and everything it represents and offers for all of us. It was amazing! ,By Bárbara C F A,2020-09-04,5.0,23,University,9,2020,Sep-2020,2020-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is really good and simple to understand, clear objectives and punctual resources in terms of topic and examples. ",By Sara V R D,2020-04-10,5.0,21,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Thank you very much for this course, I was able to finish it in a day. He clarified all my doubts regarding fats and balanced diet. ",By Rocelys R,2019-09-17,5.0,22,University,9,2019,Sep-2019,2019-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Fairly easy to follow course, with complete and concise information. It could improve some translations a little to Spanish. ",By Soraya M L,2020-05-03,5.0,18,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very good course !! I learned several things I did not know. It helped me a lot to control my diabetes and learn to eat well! ,By Kamilly G d S,2020-05-12,5.0,22,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,I loved! Very good introductory course and I would like you to have advanced continuations in relation to the first block. ,By Pilar A F V,2020-05-05,5.0,18,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Congratulations for the cursory great contribution for nutrition education thank you for the translation in Spanish ,By Silvana S,2018-09-30,5.0,20,University,9,2018,Sep-2018,2018-09,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I loved the course. Its format, the teacher and learned a lot. I am diabetic and here I found what I needed. Thank you. ",By Carmen R B,2020-04-14,5.0,22,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Excellent very gratifying course having participated, I learned many things, and excellent messages! Thank you so much! ",By Liliana K B,2020-05-22,5.0,17,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an excellent course, [and very satisfied with new knowledge. I hope you keep doing more like this one. ",By Jose A G G,2016-05-03,5.0,18,University,5,2016,May-2016,2016-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really liked the course, I would have liked it to be more extensive. Super well explained and practical.Michas thank you. ",By Carmen E L P,2020-05-26,5.0,18,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent course and didactic material. Thank you very much for taking the time to prepare this MOOC for the world. ,By Lucas G,2018-07-08,5.0,18,University,7,2018,Jul-2018,2018-07,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is an entertaining and dynamic course, the explanations are clear. A contribution definitely, thank you very much! ",By Antonia S,2020-06-05,5.0,15,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Any person who does not know how to start a healthy lifestyle must complete this course. Basic and useful. ,By Mary F,2019-02-15,5.0,19,University,2,2019,Feb-2019,2019-02,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It is a good course to start learning about food, and also gives an appropriate amount of good advice. ",By Wladimir S M M,2020-04-12,5.0,19,University,4,2020,Apr-2020,2020-04,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Maya can be clear and quite objective throughout the course, generating a great understanding of the subject. ",By Elismara d G  C,2020-06-29,5.0,18,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent course great learning about healthy food methods in an effective way ,By Maria L F,2020-06-22,5.0,16,University,6,2020,Jun-2020,2020-06,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"It has seemed like a fantastic, brief, didactic course and very well prepared! Francities Eugenio ",By FRANCISCO E G,2020-05-06,5.0,13,University,5,2020,May-2020,2020-05,en
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"What an excellent course, excellent teachers, excellent material, happy with my certification and proud ",By Nicolle A A ,2020-05-27,5.0,14,University,5,2020,May-2020,2020-05,en
