name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,reviews split,language
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,"Очень важно вспоминать вещи, кажущиеся очевидными, ведь именно о них забываем или не учитываем их чаще всего.Отличная и качественная подача материала! Сам курс ведётся на английском языке, но не смотря на то, что мой язык - Русский, у меня не было никаких проблем с пониманием материала. Всё дублируется (есть как субтитры в видео, так и полный текст лекции под  ним. То, что говорит преподаватель, автоматически отображается на тексте.) Есть возможность создавать и сохранять заметки.Прекрасная возможность попрактиковать английский на слух.Сам материал - интересный и Полезный. Есть примеры и видео-виньетки, их разбор и показ ""как надо"". Много внимания уделяется формированию Понимания процесса (Зачем, почему это важно и прочее).  Уже успела применить некоторые эти знания в работе - это действительно работает! Практическую пользу от материала уже ощутила.Понравились и тесты. Несмотря на свою относительную простоту, они могут заставить подумать и задуматься над ответом. Не всё так очевидно. И это очень хорошо.Благодарю Организаторов из Университета Дж. Хопкинса и Курсеры за такой полезный и важный курс.",By Flyagina Y,2020-02-09,5.0,162,University,2,2020,Feb-2020,2020-02,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,"Очень полезный курс! Много практики, интересные задания на тестах. Всем советую, ибо знания из этого курса могут пригодиться в жизни каждому из нас!",By Kate S,2020-09-05,5.0,23,University,9,2020,Sep-2020,2020-09,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,"Этот курс восхитителен. Удобные лекции и наглядная демонстрация. Нетрудные тесты (для внимательных учеников). Спасибо Вам, профессор!",By Катерина С,2020-07-14,5.0,16,University,7,2020,Jul-2020,2020-07,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,"Полезно, информативно, очень хороший раздел, про реакции, когнитивные, физические эмоциональные. Рекомендую. ",By Petrishcheva D A,2019-04-15,5.0,12,University,4,2019,Apr-2019,2019-04,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,Это очень увлекательный курс. Спасибо большое за новые знания и опыт ,By Valeria B,2020-05-08,5.0,12,University,5,2020,May-2020,2020-05,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,Обязателен для прохождения каждому!!!!,By Vladislav P,2019-03-21,5.0,4,University,3,2019,Mar-2019,2019-03,,ru
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,psychological-first-aid,Очень толково и по делу,By Александр Ш,2018-11-21,5.0,5,University,11,2018,Nov-2018,2018-11,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,"Очень детально все объясняется. Мне, как не носителю английского языка все понятно. Задания построены от простого к сложному. Материал очень хорошо усваивается. Буду учиться дальше!",By Sergey D,2017-08-26,5.0,25,Business est,8,2017,Aug-2017,2017-08,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,Очень качественный вводный курс. Даже человек без математической подготовки сможет его пройти и понять основы построения нейронных сетей. Спасибо авторам за курс!,By Малышев Я,2020-06-07,5.0,22,Business est,6,2020,Jun-2020,2020-06,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,"Хороший курс, всё доступно объясняется. Практические задачи тоже хорошие, помогают усвоить теорию.",By Павел М,2018-08-18,5.0,12,Business est,8,2018,Aug-2018,2018-08,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,"Всем рекомендую, кто хочет или занимается нейронными сетями, все разложено по полочкам!",By Заспа А Ю,2020-08-19,5.0,12,Business est,8,2020,Aug-2020,2020-08,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,Отличный курс! Дает хорошую базу для понимания основ глубокого обучения!,By Стефаниди А Ф,2018-10-16,5.0,10,Business est,10,2018,Oct-2018,2018-10,,ru
Neural Networks and Deep Learning,DeepLearning.AI,https://www.coursera.org/learn/neural-networks-deep-learning,neural-networks-deep-learning,Замечательный и очень приятный курс для знакомства с нейросетями. ,By Кроо Д С,2020-07-27,5.0,10,Business est,7,2020,Jul-2020,2020-07,,ru
What is Data Science?,IBM,https://www.coursera.org/learn/what-is-datascience,what-is-datascience,Это не курс а вводная лекция... Слабо,By Юрий М,2020-06-06,3.0,7,Business est,6,2020,Jun-2020,2020-06,,ru
What is Data Science?,IBM,https://www.coursera.org/learn/what-is-datascience,what-is-datascience,"Очень полезный вводный курс, позволяет четко определить все плюсы и минусы данной профессии. А также помогает ответить на самый главный вопрос ""Подходит ли Вам данная профессия?"".",By Олег Я,2019-10-08,5.0,26,Business est,10,2019,Oct-2019,2019-10,,ru
What is Data Science?,IBM,https://www.coursera.org/learn/what-is-datascience,what-is-datascience,Хотелось бы побольше русского языка.,By Пугачёв В С,2020-02-21,5.0,5,Business est,2,2020,Feb-2020,2020-02,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,"Спасибо большое организаторам данного курса! Он мне очень понравился и, как я думаю, будет весьма полезным в моей личной и деловой жизни. Хочу отметить, что русскоязычные слушатели данного курса могут столкнуться с рядом сложностей: в паре видео лекций отсутствуют русские субтитры, все задания, дополнительные материалы и т.п. на английской языке. Так же сложности могут возникнуть, когда речь в лекциях идет о юридических аспектах переговоров, так как они в основном даны для жителей США. Однако данные сложности не станут преградой для людей, которые твердо решили пройти этот курс, так как все тесты можно проходить неограниченное количество раз, пока материал не будет усвоен на должном уровне; а при выполнении задания к неделе 6 (проведение переговоров) не требуется представить видео его выполнения или что-нибудь в этом роде, поэтому, если вам неудобно его выполнять на английском, то вы можете сделать это в ""домашних"" условиях со своим другом, родственником или другим человеком на родном для вас языке.В связи с вышесказанным, могу смело порекомендовать данный курс самому широкому кругу слушателей.",By Максимов Д А,2017-01-11,5.0,164,University,1,2017,Jan-2017,2017-01,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,"Курс очень практический, многие знания можно применять в реальной жизни, на работе, всевозможных сделках. Педагог - профессионал с большой буквы, очень многое знает, но при этом все доступно и легко объясняется. Лекции ""живые"", нет желания уснуть, хорошие видео-нарезки. Обязателен к изучению!",By Юлия,2018-10-24,5.0,41,University,10,2018,Oct-2018,2018-10,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,"Отличный курс! Эти знания помогут  моей работе в сфере дизайна и арт-директорской работы, так как переговоры это 70% моей работы!",By Golyaka E A,2017-09-25,5.0,21,University,9,2017,Sep-2017,2017-09,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,"Отличный курс для того, чтобы освежить информацию.Прекрасный спикер.",By Terekhin A,2016-11-02,5.0,8,University,11,2016,Nov-2016,2016-11,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,Очень круто! Спасибо организаторам данного курса!,By Vladislav B,2017-02-08,5.0,6,University,2,2017,Feb-2017,2017-02,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,Без книги Всех тонкостей курса не понять ,By Nikc,2017-10-23,5.0,8,University,10,2017,Oct-2017,2017-10,,ru
Successful Negotiation: Essential Strategies and Skills,University of Michigan,https://www.coursera.org/learn/negotiation-skills,negotiation-skills,было очень круто и полезно!),By Воронина Е А,2018-01-07,5.0,5,University,1,2018,Jan-2018,2018-01,,ru
Writing in the Sciences,Stanford University,https://www.coursera.org/learn/sciwrite,sciwrite,"Здравствуйте, курс для меня был очень полезным, лекции, задания для самостоятельного выполнения, интервью с известными учеными все было на высоком уровне и доступно для понимания. Большое спасибо преподавателю за качественный и профессиональный курс. Буду всем рекомендовать его. И постараюсь хорошо применять полученные благодаря курсу знания.",By Talgat ,2019-10-12,5.0,45,University,10,2019,Oct-2019,2019-10,,ru
Writing in the Sciences,Stanford University,https://www.coursera.org/learn/sciwrite,sciwrite,"Это первый курс, который я завершил с большим интересом. Я наконец понял свои ошибки, усложнявшие написание научного текста.  Рекомендую.",By Pichugin M K,2020-05-10,5.0,20,University,5,2020,May-2020,2020-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Курс оказался очень низким по уровню предоставленных знаний. В стране, где я живу, у каждого есть кухня и никого не нужно учить готовить элементарную еду. Что вредно есть транс-жиры и так давно всем понятно. Ничего полезного я для себя не извлекла.",By Dyakova N,2018-06-24,1.0,41,University,6,2018,Jun-2018,2018-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Этакое руководство для будущего первокурсника, который собирается покинуть родительский дом и хочет правильно организовать свое питание.",By Nadezhda,2018-03-29,2.0,16,University,3,2018,Mar-2018,2018-03,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Общеизвестная информация, мало нового ",By Elvira V,2019-09-23,2.0,5,University,9,2019,Sep-2019,2019-09,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Привет русскоязычным исследователям здорового питания! Этот курс привлек меня институтом и надеждой на базовые и современные знания. Но оказалось, здесь очень мало информации (видео на 18 минут в неделю) очень поверхностный рассказ. Тесты составлены на сложном английском языке, гугл-переводчик тут не поможет, если вы не владеете языком в совершенстве - придется обращаться за помощью. Лучше прочитать одну книгу (например ""Мой очаровательный кишечник""). Надеюсь мой отзыв поможет сомневающимся, но конечно - это личное мнение. Изучить весь курс вы сможете за одни выходные. ",By Galina T,2017-12-18,3.0,82,University,12,2017,Dec-2017,2017-12,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Для тех кто хоть иногда готовит и немного интересуется тем что он ест, курс полезен не будет.",By Vita V,2017-07-12,3.0,17,University,7,2017,Jul-2017,2017-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Мало информации, в основном только базовые знания. Хотелось бы поподробнее.",By Varenik I ,2020-04-15,3.0,10,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Добрый день. Данный курс проходить было интересно и познавательно.  Однако для себя могу отметить, что придерживаться данных рекомендаций достаточно сложно, т.к. требует волевых усилий. Для большинства людей это не работает. Чувство голода, это древнейший и мощнейший рефлекс, который отключит ваш мозг, какой бы умный он не был. В то же время для себя нашёл интересную информацию по диетам безуглеводным. Это для меня работает. Чувство голода возникает плавно и не сильное. Можно обходиться меньшими порциями и питаться реже.",By Nikolay A,2020-07-26,4.0,78,University,7,2020,Jul-2020,2020-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Хорошо подходит для начала. Даются азы диетологии. Но для работы этого мало.,By Nanulya K,2018-07-04,4.0,12,University,7,2018,Jul-2018,2018-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень интересный курс о здоровом питании, о питании в семье, о выборе продуктов в магазине, о правильном приготовлении. Мая очень позитивная и заботливая мама для своей семьи, и нас учит как быть здоровыми в этом современном мире еды. Понравился урок как читать лейблы, этикетки на продуктах и конечно же Маины рецепты - это супер. Спасибо Мае и Курсере за этот курс. Люблю вас! )",By Olfirenko   N,2020-08-06,5.0,64,University,8,2020,Aug-2020,2020-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Прослушав этот курс, мне стало понятнее как лучше всего подходить к вопросам питания. Понравилась мысль, что если брокколи находится в упаковке, то оно уже обработано, раньше этому не предавала особого значения. Мысль разумного потребления идёт не тезисно с первого видео, а материал последовательно подводит к этому. Спасибо за просветительскую деятельность!",By Bochkareva O,2020-02-25,5.0,50,University,2,2020,Feb-2020,2020-02,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Прекрасный, очень полезный и познавательный курс. Он просто насыщен информацией, поданой в легкой для ознакомления форме. Отдельные слова благодарности ведущей его Мае Адам. Умная, красивая, современная женщина, успевающая и делать карьеру, и быть прекрасной матерью, как никто подходит для ведения этого курса. Спасибо!",By Larisa C,2017-08-28,5.0,43,University,8,2017,Aug-2017,2017-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень интересный и познавательный курс. Позволяет понять основы здорового питания. Также очень полезны рецепты в конце курса. Приятные учителя, которые объясняют и рассказывают все понятным языком.",By Ордина А А,2017-08-20,5.0,26,University,8,2017,Aug-2017,2017-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Мне очень понравилось! Доступно и очень тонко объясняются простые приемы, которые играют огромную роль в изменении питания человека для того, чтобы стать здоровее.",By Буланина В Б,2018-12-28,5.0,23,University,12,2018,Dec-2018,2018-12,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Великолепный курс. Очень понравились предоставленные рецепты. Доступность в понимании материала, особенно для меня, не идеально владеющей английским языком.",By Галашева О С,2019-11-19,5.0,18,University,11,2019,Nov-2019,2019-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Отличный курс, полезен для любой аудитории. Много внимания уделяется сбалансированному питанию. Занятия хорошо структурированы. Понравились рецепты Майи :) ",By Veretyuk V V,2020-01-04,5.0,19,University,1,2020,Jan-2020,2020-01,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Основные идеи курса просты, но необходимы к осознанному исполнению: от размера блюда до насыщаемости. Путь в Магазине и приготовление еды своими руками. ",By Тимофей С ,2019-10-24,5.0,23,University,10,2019,Oct-2019,2019-10,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Спасибо! Было очень интересно, ярко и познавательно. Расширила свое мировоззрение. Спасибо, что открыли глаза на, казалось бы, простые и очевидные вещи.",By Мещерякова П В,2019-01-18,5.0,21,University,1,2019,Jan-2019,2019-01,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень интересно и познавательного. Получил много новой информации. Огромное спасибо всем кто участвовал в создании данного курса! Майя, большое спасибо! 
",By Артур А,2016-07-13,5.0,21,University,7,2016,Jul-2016,2016-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Этот курс напомнил мне о том, что домашнее приготовление пищи не такое уж сложное и долгое, и в то же время веселое, объединяющее занятие для семьи.",By Anna V,2019-08-06,5.0,26,University,8,2019,Aug-2019,2019-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень полезный курс! Хорошо сконструированный и понятный! Получил много полезной информации по питанию, без сложных вычислении и формул! Спасибо!",By Ленин Р С,2020-05-21,5.0,19,University,5,2020,May-2020,2020-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень крутой для тех, кто хочет начать разбираться в своём питании и тех, кто в дальнейшем планирует развиваться в этой области, крутой старт!",By Марков А В,2020-03-18,5.0,23,University,3,2020,Mar-2020,2020-03,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень интересный, познавательный и грамотный курс!каждому, заинтересованному своей жизнью и здоровьем, человеку рекомендую к изучению!",By Klendar K,2019-09-26,5.0,15,University,9,2019,Sep-2019,2019-09,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Отличный курс для начинающий нутрициологов и просто для людей, желающих побольше узнать о здоровом питании. Много полезных терминов!",By Eremeeva E,2020-01-10,5.0,18,University,1,2020,Jan-2020,2020-01,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Хороший курс об основах питания. Позволил мне к тому же подтянуть английский язык. Нашла для себя пару интересных полезных ресурсов.,By Чернобровкина Ю А,2019-07-03,5.0,20,University,7,2019,Jul-2019,2019-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень интересный курс, действительно полезный для питания. Всем порекомендую, и сам буду придерживаться рекомендаций. ",By Костецкий А М,2019-02-14,5.0,15,University,2,2019,Feb-2019,2019-02,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Спасибо за такой замечательный курс! Все очень доступно и интересно! На многие вещи в своем питании открыла глаза!,By Белокобыльская И Ю,2020-04-15,5.0,18,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Великолепный курс! Спасибо огромное за доступность и емкость. Великолепное изложение информации.,By Farangis G,2019-11-15,5.0,11,University,11,2019,Nov-2019,2019-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Спасибо, это замечательный курс, который расширяет представления о правильной и здоровой пище. ",By Екатерина,2018-11-14,5.0,13,University,11,2018,Nov-2018,2018-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Курс очень помог при расставлении правильных аспектов в питании. Благодарю всех создателей!,By Однокоз Е А,2019-06-21,5.0,12,University,6,2019,Jun-2019,2019-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень хороший курс.Собранно все самое необходимое,слушать и понимать легко.Спасибо большое.",By Дмитриева А Б,2018-07-06,5.0,10,University,7,2018,Jul-2018,2018-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Если бы еще тесты проводились на русском, а не английском язык, была бы вообще - сказка",By Гриша У,2018-05-15,5.0,16,University,5,2018,May-2018,2018-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Прекрасные преподаватели! Преподнесли информацию  с нового угла. Спасибо !,By Поддубная Т С,2020-06-10,5.0,10,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Прекласный позитивный курс для себя) Еще и интересные рецепты!,By Сошнина Д С,2020-04-08,5.0,9,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Мне все очень понравилось! Спасибо! Очень просто и доступно,By НЕФЕДОВ Д В,2019-11-18,5.0,9,University,11,2019,Nov-2019,2019-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Отличный курс, очень понятно говориться о важных вещах.",By Андрей С,2020-06-07,5.0,8,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Очень познавательный курс о правильном питании!,By Kate S,2019-08-07,5.0,6,University,8,2019,Aug-2019,2019-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Мне очень понравился курс, а особенно рецепты",By Татьяна К,2017-11-12,5.0,7,University,11,2017,Nov-2017,2017-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Очень приятный, полезный курс. Спасибо!",By Федоренко Я В,2020-06-01,5.0,5,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Очень полезно и интересно! Рекомендую!,By Ольга Г,2020-04-09,5.0,5,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Отличный несложный и важный курс,By Nataly,2018-05-26,5.0,5,University,5,2018,May-2018,2018-05,,ru
