name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,language
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, I learned enough to be able to guide my friends and family with obesity problems ",By silvia i s r,2020-06-10,5.0,19,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent information, first professionals in the explanation of each process, highly recommended this course ",By Wilson E C E,2020-05-16,5.0,15,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course for those of us at home and we do not know the basic nutritional principles. ,By J J L C,2020-05-08,5.0,13,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"A very didactic course, with all the elements that it provides is possible to work on personal overweight. ",By Abel G H,2020-05-04,5.0,18,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I loved the course very well, I learned many things that I did not apply in my life, the teacher explains very well. ",By Yadira T M,2020-03-14,5.0,21,Business est,3,2020,Mar-2020,2020-03,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"A very interesting course, the themes are explained in a simple way, and have a good study material. ",By Nelson C S,2019-04-01,5.0,19,Business est,4,2019,Apr-2019,2019-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,A very complete course and explains too many issues related to nutrition and weight control and obesity ,By Aranza J A R,2020-09-01,5.0,19,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, useful, practical and clear information. Simple tasks, very clear videos, easy attachment. ",By Orlando A R S,2020-07-27,5.0,15,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is a very ""digestible"" and complete course, to correct or help the habit of adequate nutrition. Thanks! ",By Adri A,2020-05-18,5.0,19,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Congratulations, I liked the course I learned a lot, you just have to put them in practice what you have learned ... Greetings ",By Elizabeth C S,2020-09-09,5.0,15,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,A very practical course useful for those who wish to understand and improve their nutritional habits. ,By JULIAN D L T,2020-05-26,5.0,17,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, I learned a lot. It will be able to be able to have eating and life habits, healthier. ",By Silvia Z C F,2020-09-26,5.0,17,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, it describes you in an easy way to understand about the importance of good feeding ",By Kayra M O S,2020-07-15,5.0,18,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Thank you very much for the course, now I want to help people with plans that can enjoy life ",By Karen A S,2020-04-05,5.0,21,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course instructs us and teaches how to lead a healthy life for ourselves and who surrounds us. ,By Yury x M f,2020-07-23,5.0,20,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good experience and very good course, the teacher has a very clear vocabulary of understanding each topic. ",By Berenice A G,2019-11-07,5.0,18,Business est,11,2019,Nov-2019,2019-11,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course to understand the basis of nutrition and start or continue on the right path of eating. ,By Patricia F,2019-07-15,5.0,20,Business est,7,2019,Jul-2019,2019-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,I really liked the course 'because it is well structured and with exercises that if they make you learn. ,By Giovanna G R S,2019-03-17,5.0,18,Business est,3,2019,Mar-2019,2019-03,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course to learn to eat in the right way and know the risks that obesity bears. ,By Walter A R ,2020-08-31,5.0,18,Business est,8,2020,Aug-2020,2020-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course Very well explained, the tasks reinforce what was learned, appropriate time for each module. ",By Karina E Q H ,2020-07-26,5.0,16,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, with the basic concepts that every person should know to have a good feeding ",By Santiago B C,2019-08-12,5.0,18,Business est,8,2019,Aug-2019,2019-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I really loved the course, it makes you perfectly understand how to balance your food and how to take care of you. ",By Citlaly A ,2020-06-25,5.0,18,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, I was able to acquire new knowledge that will be of utility to exercise my profession. ",By Alexander K K Q,2020-04-16,5.0,15,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,It is a basic course that helped me learn how to handle feeding and knowing cmas on the subject ,By Dolly T,2020-07-30,5.0,20,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, very well explained and gives us the necessary tools to have a healthy life. ",By Anahi L R,2020-06-18,5.0,16,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, very complete and atruded to those who are not experts in the area. Thanks a lot! ",By Juan P V V,2020-06-12,5.0,17,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It seems good to me the course, only that one deliver the certificate when it supposes that you already paid for it. ",By Ariday R M,2019-08-06,5.0,20,Business est,8,2019,Aug-2019,2019-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,I thought it was a very good course with good tools to develop jobs focused on objectives ,By Anselmo P B W,2020-06-24,5.0,17,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course! Very good information. And very good material. You learn a lot. I recommend it a lot ,By Yenny A A D ,2020-06-16,5.0,14,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is a course that teaches you great things, thanks to this I encourage myself to lower the kilos that I have more. ",By Getze M,2019-07-05,5.0,22,Business est,7,2019,Jul-2019,2019-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I loved it, it's the first course I take here and as a student in training and it has served me a lot! ",By Mario J R C,2019-03-25,5.0,19,Business est,3,2019,Mar-2019,2019-03,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,This course should be mandatory at school. Perhaps a subject in high school or secondary. ,By Victor R F H,2020-10-03,5.0,16,Business est,10,2020,Oct-2020,2020-10,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is a good start of initiation, which opens the panorama of human nutrition, I recommend it a lot. ",By HOGUER S L H,2020-08-22,5.0,18,Business est,8,2020,Aug-2020,2020-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,I loved the course and I would like to continue studying this interesting area. Thank you so much for everything. ,By Anel L O S,2020-07-28,5.0,17,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,The course is very complete and is very helpful for people who are interested in this topic. ,By AIMEE T V,2020-06-01,5.0,19,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, understandable for those who are not professionals and we want to change our habits. ",By Eric J,2020-04-30,5.0,16,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is very good course because it brings enough information and helps us to feeding, congratulations, ",By Maria T C P,2020-01-30,5.0,16,Business est,1,2020,Jan-2020,2020-01,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, understandable, and Amenus. I get the necessary tools to improve my weight and slaud ",By Azucena R G,2020-09-20,5.0,16,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course to learn to eat healthy and because no, help others have good nutrition ",By Martin R C E,2020-09-17,5.0,17,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I help me to reinforce knowledge, as well as its easy understanding and practice. Excellent course! ",By Isabel C,2020-08-20,5.0,15,Business est,8,2020,Aug-2020,2020-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Eexcellent course to put into practice with oneself and meet tools to deliver to the rest ,By Claudia F R P,2020-07-21,5.0,17,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"An exceptional course, with good content and very useful tool to acquire new knowledge. ",By Itzel  G R,2020-07-05,5.0,14,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, I learned too much and has helped me to help people who suffer obesity. ",By Andrés A,2020-10-06,5.0,16,Business est,10,2020,Oct-2020,2020-10,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,A basic course but with everything you need to learn to feed on the sake of good health. ,By Maria L L G,2020-07-17,5.0,19,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course and now to put it into practice, I really appreciate this course I have learned a lot. ",By Patricia G L C,2019-09-11,5.0,17,Business est,9,2019,Sep-2019,2019-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I really liked the course, I would very much like you to have more about nutrition issues, thank you very much ",By Alejandra L M E ,2019-05-21,5.0,17,Business est,5,2019,May-2019,2019-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"The course is very good, the teacher teaches you in detail and explains very well. I learned a lot ",By Rodriguez P F,2020-09-03,5.0,17,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I recommend that you do this course, you will learn many things that will serve you for daily life. ",By Francheska M C,2020-07-31,5.0,16,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I really liked the course, the didactic way they did it achieved in that it was understandable ",By karina d l c b,2020-09-08,5.0,17,Business est,9,2020,Sep-2020,2020-09,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, complete and practical, guaranteed learning to apply in everyday life. ",By Ricardo G c,2020-06-29,5.0,13,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"I thought it was an excellent course, I recommend it 100%, and I will start the learned. Thank you. ",By Gabriela b g,2020-04-29,5.0,17,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"An excellent course, since it reaffirms and acquired new knowledge. Thank you and many blessings ",By Nahomi A Y D l v,2020-04-24,5.0,14,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is the first time it took an online course and is delighted, super interesting content. ",By Dana S  C C,2020-06-10,5.0,17,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is a full course, with everything you need, explained, explained in a clear and simple way. ",By Betsabé A,2020-06-04,5.0,18,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is an excellent course, it provides useful elements that you can apply to your lifestyle. ",By Arlette D l C V,2020-07-18,5.0,16,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course to have skills and knowledge that help us prevent diseases. ,By Alejandra V G,2020-06-16,5.0,13,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Good course I learned a lot and helped me to wear a healthier diet along with my family ,By Arisbeth v,2020-05-14,5.0,18,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,I want to know when I arrived my approval certificate from carrying out this coursegracias ,By Carmen S,2020-08-17,5.0,15,Business est,8,2020,Aug-2020,2020-08,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Excellent course They provide very good material and the activities serve us to feedback. ,By Carolina M B E,2020-06-16,5.0,14,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"The doctor is very good in his specialty, the course is very rich in information and activities. ",By Emma R E H ,2020-04-26,5.0,18,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course! Very satisfied, excellent information, activities and way to present it !! ",By Haydin K B V,2019-07-30,5.0,11,Business est,7,2019,Jul-2019,2019-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, very good approach, understandable information for anyone. Congratulations ",By Blanca I M R,2019-03-18,5.0,11,Business est,3,2019,Mar-2019,2019-03,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Very good course, well explained and entertaining in addition to handling good times to learn. ",By Efren z o,2020-07-26,5.0,14,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, I learned many things that will surely serve me in my daily life and family. ",By Sherly D B A,2020-05-30,5.0,15,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,The course is quite didactic and applicable which makes it very interesting and of great value. ,By Lesslie J P D,2020-05-03,5.0,17,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, extremely useful for all citizens who care about their well-being. ",By Carlos A M T,2020-05-02,5.0,14,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Information that every world without exaggerates but to have good health I recommend this course ,By daniel r,2019-02-07,5.0,16,Business est,2,2019,Feb-2019,2019-02,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, I learned many things about nutrition and reinforced knowledge that I already had. ",By Alin A J C,2020-04-21,5.0,13,Business est,4,2020,Apr-2020,2020-04,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"It is a very practical and useful course, explains everything very easily and it is very fast ",By Maria F C R,2020-07-13,5.0,17,Business est,7,2020,Jul-2020,2020-07,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course! Both for the professional and personnel, widely recommended. ",By Areli M S ,2020-06-02,5.0,12,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, I help me a lot and went to carry a different form of feeding ",By Maria G L O ,2020-06-01,5.0,16,Business est,6,2020,Jun-2020,2020-06,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, a huge gratitude to our instructor Juan Luis Carrillo Toscano. ",By liliana,2020-05-25,5.0,12,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,Good course for an adequate nutrition process Congratulations and thanks to the organizers ,By DIEGO B T ,2020-05-17,5.0,15,Business est,5,2020,May-2020,2020-05,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,"Excellent course, didactic, information is accurate, goes to grain and I learned a lot !!!! ",By Gabriel R P O,2019-03-09,5.0,13,Business est,3,2019,Mar-2019,2019-03,en
Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,https://www.coursera.org/learn/nutricion-obesidad-sobrepeso,nutricion-obesidad-sobrepeso,I learned a lot in the course has been very useful and value and has been very clear and simple ,By Karen A,2020-09-21,5.0,20,Business est,9,2020,Sep-2020,2020-09,en
