name,institution,course_url,course_id,reviews,reviewers,date_reviews,rating,count of words,University,month,year,mth-year,year-month,reviews split,language
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Thanks! It was very interesting, bright and informative. Expanded its worldview. Thank you for opening our eyes on, it would seem, simple and obvious things. ",By Мещерякова П В,2019-01-18,5.0,21,University,1,2019,Jan-2019,2019-01,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very interesting and informative. Got a lot of new information. Many thanks to everyone who participated in the creation of this course! Maya, thank you very much! ",By Артур А,2016-07-13,5.0,21,University,7,2016,Jul-2016,2016-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"This course reminded me that homemade cooking is not such a complex and long, and at the same time a fun, uniting the occupation for the family. ",By Anna V,2019-08-06,5.0,26,University,8,2019,Aug-2019,2019-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very useful course! Well designed and understandable! Got a lot of useful information on nutrition, without computing and formulas! Thanks! ",By Ленин Р С,2020-05-21,5.0,19,University,5,2020,May-2020,2020-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very cool for those who want to start to understand in their nutrition and those who are further planned to develop in this area, a steep start! ",By Марков А В,2020-03-18,5.0,23,University,3,2020,Mar-2020,2020-03,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very interesting, cognitive and competent course! Anyone interested in his life and health, I recommend to study! ",By Klendar K,2019-09-26,5.0,15,University,9,2019,Sep-2019,2019-09,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,An excellent course for novice nutritics and just for people who want to learn more about healthy diet. Many beneficial terms! ,By Eremeeva E,2020-01-10,5.0,18,University,1,2020,Jan-2020,2020-01,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Good course about nutrition. Allowed me to tighten into English. I found a couple of interesting useful resources for myself. ,By Чернобровкина Ю А,2019-07-03,5.0,20,University,7,2019,Jul-2019,2019-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very interesting course, really useful for nutrition. Let us recommend everyone, and I myself will adhere to the recommendations. ",By Костецкий А М,2019-02-14,5.0,15,University,2,2019,Feb-2019,2019-02,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Thanks for such a wonderful course! Everything is very accessible and interesting! Many things in their food opened his eyes! ,By Белокобыльская И Ю,2020-04-15,5.0,18,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Great course! Thank you very much for availability and capacity. Excellent presentation of information. ,By Farangis G,2019-11-15,5.0,11,University,11,2019,Nov-2019,2019-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Thank you, this is a wonderful course that expands the ideas about the right and healthy food. ",By Екатерина,2018-11-14,5.0,13,University,11,2018,Nov-2018,2018-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,The course helped a lot when finalizing the right aspects in nutrition. I thank all the creators! ,By Однокоз Е А,2019-06-21,5.0,12,University,6,2019,Jun-2019,2019-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very good course. Make sure everything is needed, listening and understanding easily. Thank you very much. ",By Дмитриева А Б,2018-07-06,5.0,10,University,7,2018,Jul-2018,2018-07,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"If still tests were conducted in Russian, not English, would be generally a fairy tale ",By Гриша У,2018-05-15,5.0,16,University,5,2018,May-2018,2018-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Lovely teachers! Presented information from a new angle. Thanks ! ,By Поддубная Т С,2020-06-10,5.0,10,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,The preparal positive course for itself) also interesting recipes! ,By Сошнина Д С,2020-04-08,5.0,9,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,I liked it all very much! Thanks! Very simple and available ,By НЕФЕДОВ Д В,2019-11-18,5.0,9,University,11,2019,Nov-2019,2019-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,An excellent course is very clearly stated about important things. ,By Андрей С,2020-06-07,5.0,8,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very informative course about proper nutrition! ,By Kate S,2019-08-07,5.0,6,University,8,2019,Aug-2019,2019-08,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"I really liked the course, and especially recipes ",By Татьяна К,2017-11-12,5.0,7,University,11,2017,Nov-2017,2017-11,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very pleasant, useful course. Thanks! ",By Федоренко Я В,2020-06-01,5.0,5,University,6,2020,Jun-2020,2020-06,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very helpful and interesting! I recommend! ,By Ольга Г,2020-04-09,5.0,5,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Excellent simple and important course ,By Nataly,2018-05-26,5.0,5,University,5,2018,May-2018,2018-05,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Great and very useful course! ,By Eroshkin A Y,2018-02-04,5.0,5,University,2,2018,Feb-2018,2018-02,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,"Very useful course, thanks :) ",By  R N A,2020-04-03,5.0,4,University,4,2020,Apr-2020,2020-04,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,Very good basic course! ,By Мурадян О,2019-10-06,5.0,5,University,10,2019,Oct-2019,2019-10,,ru
Stanford Introduction to Food and Health,Stanford University,https://www.coursera.org/learn/food-and-health,food-and-health,The course was useful to me) ,By Садовникова А Д,2020-04-07,5.0,4,University,4,2020,Apr-2020,2020-04,,ru
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,html-css-javascript-for-web-developers,Half of the course without Russian subtitles. And so very informative!) ,By Максим П,2020-09-06,4.0,9,University,9,2020,Sep-2020,2020-09,,ru
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,html-css-javascript-for-web-developers,The course really liked. The teacher perfectly gives material. Many things learned and began to apply in work ,By Fokin A,2017-03-23,5.0,17,University,3,2017,Mar-2017,2017-03,,ru
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,html-css-javascript-for-web-developers,Sumptuously. All you need newcomer about web you will find here. ,By Davlat U,2020-06-12,5.0,10,University,6,2020,Jun-2020,2020-06,,ru
"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,https://www.coursera.org/learn/html-css-javascript-for-web-developers,html-css-javascript-for-web-developers,"I really liked the course, thank you so much ",By Nurtilek B,2020-06-12,5.0,7,University,6,2020,Jun-2020,2020-06,,ru
Excel Skills for Business: Essentials,Macquarie University,https://www.coursera.org/learn/excel-essentials,excel-essentials,"Good course. Maybe there are a slightly domestic one, but the five is honest. ",By Pavel G,2019-11-06,5.0,11,University,11,2019,Nov-2019,2019-11,,ru
