Id,SalePrice
1137,160922.69395859048
53,170534.0006939698
2354,289163.0339040731
1475,196512.12312580194
1761,508513.6282966275
842,131782.63895730465
2739,173206.36647924533
2509,167568.722195071
1007,206271.606448
2610,187551.17564916724
1952,65529.01009780957
2719,195500.7915766388
2921,91977.29261362269
1966,138134.47416669148
292,103789.90535608356
1204,214905.4958538761
1829,243762.7978181315
2419,207046.1258071584
391,146586.27796466468
798,118347.46560810646
481,201955.712945286
193,202651.17716731614
555,100782.47774149399
899,73211.07382292958
2357,176902.68418347582
328,126667.04182852092
1356,102043.37703213787
1154,98059.15638320692
1730,193133.9287842609
2249,141118.23401563597
1119,292126.22552498255
2856,137804.1824836745
1394,132544.56900446158
2587,123950.39275912823
61,291967.62094871956
2661,187454.35268576222
2711,130827.14575467938
1147,202809.91358248005
757,129712.58999014476
2623,72137.01540632857
2378,146690.80008920497
1413,173710.8494636929
1722,208090.78952945233
1112,211752.7877782046
1623,192744.7214485846
1201,221353.1530168638
1513,107495.33390734115
957,248987.68025775207
1171,269347.6310497841
1145,212065.08691441317
2726,257594.893519043
703,152356.4160339031
760,83551.95624275878
1964,127054.68647605371
2512,202329.31931477852
159,159697.26260987588
1281,186949.27776874314
468,174827.77493431457
290,108434.40311060124
665,92241.1648054554
1463,262990.4673466179
1792,223862.89642840644
923,136446.47542482207
500,288901.12177537824
1408,194278.23348424578
331,61184.856257693405
170,139473.21676446826
2192,82385.24139028067
2571,323328.0287798135
2314,165186.90085229403
2647,84334.90834433638
422,400973.496868341
2457,350353.78735663625
1838,210109.78083404858
2805,259685.4435049325
1645,148905.73365641278
1711,276565.81064744823
2825,243291.8474114033
322,293140.8962603733
2103,267890.55057307036
342,121289.69485954374
600,111410.15489837332
488,175060.42002186447
1725,313473.7528631573
2246,305695.71244410693
2847,150531.98381163145
806,252025.8282316491
530,230247.12191698555
963,186261.8064515843
2678,97167.96714744387
171,75385.6331784844
2401,426164.2979610951
805,226216.16635137307
2259,245043.62665284937
1748,175003.77895492714
1361,151584.83667137002
1677,139124.4860412785
1406,142564.98553918328
2322,242086.90491013986
688,176395.31139516528
143,153653.0961830893
804,218644.04352944542
1214,169599.0896537165
2828,167366.05863875334
1999,219301.0949620544
2467,218928.12167641014
2665,172180.3431825779
1538,347830.32160948287
398,110983.71354437483
2822,134081.99522688604
2157,157944.2798888883
1856,174639.51376761342
1269,83890.26318518024
2570,125729.11411303177
2320,229651.21069441404
1517,149669.76257429988
2304,97810.60104119053
1312,83651.72066361715
2012,134507.8576369638
506,232294.7214841405
2865,219329.627539251
2367,124748.05318628708
554,80569.61911880059
238,142954.21443085367
1954,103364.03157270273
2488,149659.01265142096
2291,72661.16544721347
1969,80920.96961267613
2725,169067.90537929183
1482,158548.74594277536
2763,214890.95564231573
503,263093.1385654584
1584,241994.47795806007
1531,131804.69440137735
2210,204864.0935699892
459,337337.0469241551
556,131624.2212501546
1347,160141.77535054216
1290,58961.2129085271
1388,85336.61190244234
1571,204544.69022531083
2754,210706.79541234404
765,146776.53662600953
2494,126711.57982691354
2870,227558.55191311118
7,218505.49779410314
1114,246057.35749944393
2418,293548.4976063989
291,197595.97612663952
18,322675.289290602
39,369034.02415318287
1001,244390.0972089157
2442,247253.7787726935
616,109177.5818808227
2680,51160.41823020976
1414,128530.92481607452
289,144256.07149631216
40,258238.00660553842
860,122507.72739964744
409,147746.86593542786
673,165425.79754787587
2427,192723.66086869288
2036,211570.76738949824
2564,138803.60693102147
642,186387.16207652967
1008,183632.8219982749
1908,177459.81924851038
2519,214225.46340818677
1369,84330.73176666046
2855,171441.4268789683
712,105362.52927980117
1943,122544.31556544141
1958,127690.90716548882
107,169597.43433621558
2295,195700.74140678672
704,100296.89590823029
676,150690.7471040764
259,183806.18378775934
93,298103.9309829419
106,241033.97834052186
2315,168764.56344172242
1050,100274.3920982525
1095,204107.12652863888
2709,148465.0143473421
758,159309.81163700088
1496,157242.5511003638
2370,148923.2357964637
2458,296272.5049351001
2733,133620.9337950637
161,292774.1431852927
726,145975.5945163497
845,213840.20714925608
947,256595.3404016684
2232,117840.09337057162
2563,159680.88684953545
2299,150445.28816576308
211,77775.896343513
605,172286.7633974317
1478,190478.46666806235
2247,284634.2608081979
2274,199622.78026035594
2869,216317.7598520366
967,220890.6865969505
2656,105397.71874368539
667,245403.8544166502
1042,138266.78700779952
2023,158830.69618830082
2447,380750.53299042955
2055,107026.34555608715
2275,267988.89789049386
2204,171420.4362385644
1563,268293.5987594013
483,218506.22458964476
796,147582.35749491886
1526,149214.35804260522
2042,133100.99802952883
442,322791.27657293156
1693,305090.4018184575
1468,231122.87398346356
1430,199349.3464811889
2605,188348.059074391
1529,205716.83572885243
335,147218.33796676056
1287,124845.66824361775
31,122890.61836547981
1785,308730.0569653811
82,159223.11012556788
2620,141046.3963594627
252,165158.13370191402
721,33622.010028687655
2165,194580.64558188047
2316,171167.1585149302
775,120626.98642744425
1558,57227.571272432586
17,231336.24000370564
1022,248720.0244123828
925,106045.71482802146
438,249632.2800766575
1270,152211.86708777427
1272,114274.65681294398
215,159489.97351401954
266,241093.27921901
2402,262062.79068457647
1250,141040.22427729884
1984,126095.83015881403
1279,150850.22774909984
377,273633.287660324
1252,116675.28866544963
2156,289387.2217661245
499,338261.31928532507
1374,106200.90299931893
2898,275703.57765799796
401,105789.5199535531
2721,155392.93594729275
2078,241340.54350419284
2589,109594.51530947462
1946,238016.28009729626
1334,124713.6737081194
2781,217080.41406670716
431,385325.27033279743
576,212334.50210359308
1474,229680.01425003255
2254,134066.7431127373
2155,280111.048436292
885,79933.40317304354
643,140544.0937956369
1944,117230.36209704664
480,192470.11915345627
2845,93525.22863654408
2387,306981.73745826643
2407,214040.32675079178
2527,177745.66783359845
2514,157236.28911976737
629,146887.18550984212
80,225387.626169492
1876,143046.7745487573
1546,120738.2145488812
2518,185954.21292485867
2347,165231.19738796735
783,223621.62867027137
1322,8764.03321646934
194,70900.8532300483
1770,302353.7735933951
2143,116725.62072326356
1229,206185.3763440519
511,284811.73262673744
46,236944.70209529783
1348,167039.3228725744
2465,217002.32694027264
387,230806.80913524146
873,230043.60720457698
1918,130178.49475230445
2764,248088.07808075
2184,110168.8060949223
934,146156.25561917672
1920,130974.94627495794
2631,155387.55286978683
1768,545165.9648659453
2040,110182.64751581682
1749,215440.26303770038
834,235730.25731415776
1457,245755.03125447882
79,112926.49535399623
2302,113866.68986867266
1817,133237.76879713495
2755,250322.944876266
359,166162.3547386623
2059,97091.89354853892
2092,265277.9790960449
2516,218565.28680128383
150,118896.05647461674
1656,162235.91605146896
83,88350.92341293603
2411,192830.23808199793
795,45853.29571491493
2312,228099.6679848382
2917,90521.44378690817
1624,197301.65104971756
2215,286066.804040652
1211,155671.8135032351
1485,156676.9252542646
1024,180982.2884227624
570,207375.03912729665
2874,144616.79658681748
700,163138.01753035517
2756,228024.99809849617
2022,200226.7416171174
583,239835.0461536849
2392,358710.2453649767
2424,189509.83320822183
212,107023.53692066265
736,122914.35418151278
1610,181924.7502218869
890,117859.57579097789
467,169780.25868905295
578,258506.31844654138
1747,185413.87360920987
1149,170030.0014524828
2758,282922.6645603731
857,150622.07016796037
2219,283814.0961724614
733,103427.61782536395
2909,115460.66817756332
1798,249861.83925453908
235,111753.77096460908
2366,146984.78857375972
1027,132794.01049606645
1195,139709.5726870689
1303,9025.160522267106
148,189478.1792986297
608,158995.56932848704
2515,192990.19383652238
821,241971.13355086074
2500,270847.5244804096
745,91656.78935961488
741,137984.90310297452
1611,102247.12956424904
2532,110804.35555955066
1081,235059.2842556871
1692,417548.1310015643
2520,193914.10611535498
276,114299.49294353578
1992,128477.0901901804
663,-9962.99831772552
418,135370.89940076432
1733,208335.61888068524
2359,158992.10099105156
253,185400.722563967
1518,188279.4034857947
2035,136467.3997958502
2919,76610.54096735101
1540,231083.69721590914
2120,136151.47318030824
1674,173880.05876976892
256,148022.91781733467
2361,73275.26554416081
978,68247.93922871476
2280,125047.16401599548
2095,246047.8278443049
1709,318231.73194749665
2801,244685.68245689932
1246,93086.30803108471
2373,112597.97439278493
1055,292762.9886578175
2017,120075.38681222993
1099,287075.56086142414
1344,65746.83187784991
835,211794.18300378602
1117,227118.2762669611
2043,85693.86909804537
2085,144488.35788626553
410,157593.3994090517
2650,121771.16261306679
2867,160135.49371212733
1668,107097.88007989543
1161,173836.41452834924
2122,170924.47021447102
2539,150950.3960818826
1047,143539.1649534492
1445,109807.10293571351
541,108006.64489777842
569,239741.43613374874
1276,113407.26138892648
918,133349.442277061
326,145101.90324305813
1936,108766.03598139226
895,84472.74153769133
257,137141.80230697413
1241,195627.85212446976
1545,116411.3601791549
1189,193267.0980875521
270,158253.16673352435
2066,208563.07386557054
693,99616.59458763752
1259,147764.45783302127
2916,133608.72148696514
2321,287881.1692316419
1977,108724.29235019402
1895,143781.9930094896
1240,158289.03104471124
85,155503.24617511814
1823,127327.88178035954
825,291163.7818668626
110,225357.31364715126
697,113069.9251834483
2297,110334.22092792008
1231,139688.3910243517
1355,130840.68642849974
968,335532.76763683767
584,225169.32364391608
1315,144155.27058778124
1606,144119.82613603436
206,71649.02843272028
1685,345406.39483725996
2016,124858.63522247825
869,216541.93909171922
2135,114897.22859586129
2346,178989.99667835736
2430,257160.25415917556
2198,74212.03426848297
2652,128668.61255515656
27,107941.67368866067
241,144302.00750369177
906,124831.9382302621
1506,90408.32102747909
2098,378333.46422962623
1435,215440.39696780336
2213,94949.3442512218
1274,146058.05089579086
743,-14117.734757666854
1737,207609.32026894682
2797,288476.44818688324
2185,60191.784952683185
58,158977.5269217942
830,206331.05821684678
808,121740.99034316347
680,152630.79339487874
1153,116220.28913029711
1291,150142.58877609367
1818,168446.147887929
2161,210007.3751774162
1883,106468.0825220072
350,347059.6419700531
2473,144710.9860829751
295,203861.5111175904
293,198751.09613381381
859,109212.76739798483
288,40952.60242741578
1578,125966.43249781916
102,224742.1367872087
2831,189405.99779977062
1030,158224.04055754142
2551,148583.77559235258
1286,138649.30185052496
958,279021.8945140792
776,124737.05640107553
72,226559.40803418992
2263,249811.6671255523
1866,156784.30010063504
2876,51955.18874562348
2146,259590.25421124414
103,196785.8035555755
1500,140717.94566094934
492,165134.24717016023
167,138763.36310594316
2597,106552.94830577521
2685,101471.50958711148
1035,154834.59693350588
1220,40627.4714019041
2602,163285.38291059382
2159,213200.91879916438
695,172868.22449660953
1109,277425.84762942145
640,189751.60591656156
1652,154838.43729562033
2090,175417.05941790086
1188,184681.49480474956
2345,244693.34146157632
1059,369760.93364917947
2751,253164.54186363527
128,253002.03773720167
1523,178761.1446141939
2925,169129.59421768162
2145,313350.2314443976
1121,228204.71563575428
566,298613.4602769968
565,245078.46681354113
1331,141113.05045462667
2928,103653.95656880178
156,131548.28539140898
797,137215.14855202887
327,95121.4906656141
2859,131183.8192925824
1453,113946.708827119
1762,344932.80876509775
1868,192532.40479123316
1760,163536.55093356597
1113,230033.71244588503
1812,207597.65064561114
117,167435.68582067097
1142,217010.49970059027
2342,344709.14958785364
927,116793.0383142826
2478,182133.92463587312
655,57121.597595441286
2064,109019.51640923157
369,237170.62735890909
2239,100036.81895393936
2732,200217.56142968856
1653,166267.81681354909
959,208730.65574180838
2395,327091.3219319016
1412,107888.04122363706
271,240603.44253830108
1484,159432.19368318722
1497,140713.91215868364
552,174251.156135843
2,120591.70482252032
1855,332871.5380200511
4,270060.3098630167
2292,140671.4747185801
134,142343.149872812
646,94599.00340799162
42,270347.8371327609
532,228475.2296562828
713,111380.09524762417
2561,141605.34786319168
2360,108680.3097061111
1333,126750.3890098412
1407,198300.88910201206
2892,296333.5953305551
574,250128.07251754898
1227,181167.2273377363
2591,214635.89234461184
1476,229213.44593573493
1125,264217.079540167
1446,162627.64737985283
408,138621.95899318095
1101,289033.813148565
2251,192983.03278683935
373,196372.65731301229
2554,105895.98085134424
2382,240298.13543895687
1985,76354.50855813763
519,251742.03215347312
1093,182918.12016506534
864,256193.23028352283
2889,152748.25908973164
2308,218674.86783660945
986,151776.2314357204
1302,159186.9089008839
585,161551.82485583844
2708,150253.94555532967
147,143332.2959580449
1441,229390.28819072223
383,180608.81608764883
285,155970.7707476321
181,113376.80778664527
358,215432.22583722454
780,173035.93504299872
258,188962.75483298008
1865,258611.7652051639
692,140050.44570325618
2902,334659.8261349398
508,250151.95187206526
2638,160242.1352176905
36,153188.7862335334
611,176193.78118717714
2281,117504.55468529965
1678,128134.32645375101
1696,432516.27893842815
1557,72576.09097099784
2180,153103.12994921292
1726,228880.28399562443
951,138291.37080721313
267,230824.9437458827
2706,132352.47934908242
2221,221986.54568565844
1357,182835.1478402884
2901,319172.83918238425
347,172375.52410709453
2164,197801.7110233886
1586,298608.2671651483
360,137855.875155288
1769,246910.11383805814
2617,142929.0125781361
1879,154159.54428140508
991,229836.19533627265
1535,105105.89913905841
1191,157122.39788873543
1579,225670.4495628632
1882,137521.47138354275
1510,124229.31135543548
2196,198921.51115196254
1845,202665.29951727277
2336,349517.6214241006
942,88768.3290728572
861,121772.29827094266
2555,114107.66283101312
1392,158257.02150339686
2099,267890.55057307036
1543,129761.18809109228
948,283960.0109577356
1239,175289.6934120677
22,179194.51030405078
2796,261473.35531637399
2747,202782.5602468464
92,289417.3928815723
210,172651.8463655988
1858,219173.47177822492
2228,166235.59438805777
447,236138.28545602126
827,256875.6971035652
1649,226396.2526092376
682,136099.90785095558
2698,113738.02581055401
494,157419.44532173936
214,92562.81090863999
2441,270269.65986778087
2679,114752.01485343363
1336,97073.88393377008
465,180247.0758059216
1524,133494.85728810955
2543,110228.25597724115
631,169303.87099145172
2452,304807.17338364176
228,160568.10105928683
126,196686.49651723393
1092,247686.95164314524
1122,213420.32748985285
932,215238.52291119305
1980,72624.61529885784
2171,102677.60069711939
551,166391.8811033267
2768,171346.79422166155
2056,97670.12125353934
1159,345733.1653627136
2645,161922.09743830154
1174,202348.54821811407
2266,230847.58788485004
2462,389161.30374371866
1219,131588.27375189788
2922,206024.14566521742
118,148215.3731846913
474,169412.67237320915
2576,161265.87316139843
872,282832.22418757563
1077,208384.85574295587
1536,133152.76370512432
1150,100449.22479853343
2341,317113.9485589763
1931,137934.28245756013
2785,117748.51804200184
2538,124284.3844876446
597,227027.07213240294
464,214459.4845270773
233,237474.65537092416
2169,130398.87538256087
2123,159342.70205646334
1867,174338.62550385678
137,260401.19919684756
515,243125.74795525748
933,118839.70073500392
2784,169545.85994242982
972,174430.25276506995
599,150280.5519805529
2614,122770.90269084573
2582,135307.54947854503
1409,157465.181133306
175,124085.49808780107
352,197173.41901842738
976,91055.16171215128
2134,201701.69594866782
984,99157.70482409267
2396,301401.229140299
1673,138904.89687693343
404,160427.60513452964
607,152869.6463356136
814,168839.0129267346
868,204100.11983122156
2271,192571.58543080647
1633,253431.4619393243
337,188817.6967994635
2765,191145.37782203234
1746,243067.47942791105
368,304114.8352908925
2806,220341.07579507213
1662,207522.19008142682
1234,241710.22939930655
1373,119617.85110038795
1672,106623.87115127238
1939,115301.57361257724
